#Powered_by_ParaTranz
EVTNAME5002;Stanley Cup
SXI;Shanxi Clique
SXI_ADJ;Shanxi
SXI_reactionary;Yan Xishan Faction
SXI_socialist;Chinese National Socialist Party
SXI_communist;Chinese Communist Party
SXI_liberal;Chinese Liberal Party
SXI_conservative;Chinese Nationalist Party
SXI_fascist;Chinese Youth Party
SXI_anarcho_liberal;Anarchist Faction
REAL_DEMAND;Real Demand: $VAL$
CHI_1601;Yunnan
YNN;Yunnan Clique
YNN_ADJ;Yunnan
YNN_reactionary;Cai E Faction
YNN_socialist;Chinese National Socialist Party
YNN_communist;Chinese Communist Party
YNN_liberal;Chinese Liberal Party
YNN_conservative;Chinese Nationalist Party
YNN_fascist;Chinese Youth Party
YNN_anarcho_liberal;Anarchist Faction
CHI_1557;Qinghai
CHI_1490;Gansu
CHI_2062;Shaanxi
XBI;Ma clique
XBI_ADJ;Gansu
XBI_reactionary;Ma clique
XBI_socialist;Chinese National Socialist Party
XBI_communist;Chinese Communist Party
XBI_liberal;Chinese Liberal Party
XBI_conservative;Chinese Nationalist Party
XBI_fascist;Chinese Youth Party
XBI_anarcho_liberal;Anarchist Faction
CHI_1600;Xinjiang
XIN;Xinjiang Clique
XIN_ADJ;Xinjiang
XIN_reactionary;Yang Zengxin Faction
XIN_socialist;Chinese Socialist Party
XIN_communist;Chinese Communist Party
XIN_liberal;Chinese Liberal Party
XIN_conservative;Chinese Nationalist Party
XIN_fascist;Chinese Youth Party
XIN_anarcho_liberal;Anarchist Faction
TRADE_TOP_PRODUCERS;Top Five Producers:
EVTNAME10001;Age of Liberalism
EVTDESC10001;Although Napoleon and his great army have been defeated, the ideological foundation of the French Revolution remains unshaken. In Germany, the old crown of the Holy Roman Empire has become meaningless, and ancient feudal contracts have been replaced by the Napoleonic Code. Everywhere in Europe, in coffeehouses and universities, ideas of liberalism, political reform, freedom of speech, and people's rights have replaced monarchical ideas, once again validating an ancient maxim: the trend of the world cannot be shifted by human will. National minorities long bound by royal power are gradually awakening and realizing that their destiny should be shaped by their own hands. Meanwhile, across the distant ocean, fertile Asia and Africa are beckoning. When the dust settles at Waterloo, Europe stands once again at the threshold of a new era — the Age of Liberalism.
EVTOPTA10001;It seems the liberal movement will grow in the coming years.
EVTNAME10105;Debate on the Potato Famine
EVTDESC10105;"While our people are working in poorly managed fields, what has our government done to protect the starving farmers from this frightening potato blight that struck this year? Economic freedom allows imports of substitute foods, but existing privileges must obviously be preserved."\n\nLiberal sympathizers suddenly appeared everywhere and even in parliament, accusing our government of being unable to cope with the recent potato blight that struck one of our provinces. If the liberals grow stronger, they may well brew another revolution. We must consider sending troops to areas with liberal unrest.
EVTOPTA10105;Ban them in parliament, hopefully the countryside will stay calm.
EVTOPTB10105;Give them a voice in parliament — they're wasting their time anyway.
EVTOPTB10120;Ban this newspaper.
EVTNAME10110;Surveillance Network of $CAPITAL$
EVTDESC10110;If we believe a local poet's account, $CAPITAL$'s streets are already full of police. A poetry collection publicly criticizing the nation's current situation, mentioning oppression and political regression, has sparked sympathy in one of our states. Liberals have become accustomed to protesting the old order in the streets, calling for liberalization of the political system and unity between compatriots at home and abroad, so much so that the call for national unity can be heard throughout $COUNTRY$. We must consider sending troops to areas with liberal unrest.
EVTOPTA10110;Damn revolutionaries.
EVTOPTB10110;Uphold the old order resolutely!
EVTOPTB10130;Ban this association.
EVTOPTB10140;Set up an arsenal locally to deter them.
EVTNAME10260;Unrest Subsides
EVTDESC10260;The appearance of a sizable military detachment has silenced the liberal unrest and revolutionary rumors that had been pervasive throughout $PROVINCENAME$.
EVTOPTA10260;Excellent!
EVTNAME14000;$COUNTRY_ADJ$ Trade Policy
EVTNAME14000_sub;Fierce debate in $STATE$
EVTDESC14000;The intense electoral campaign in $STATE$ has reached a boiling point, with a sharp debate on trade policy becoming a perfect battleground between supporters of free trade and protectionism, each trying to dominate the future of our merchants. Independent traders argue that goods must be able to pass borders freely, while protectionists claim our fragile industry urgently needs protection from dangerous foreign competitors. Which path will $COUNTRY$ choose: free trade or protectionism? The choice is yours.
EVTOPTA14000;We must protect trade against destructive external competition.
EVTOPTB14000;Some degree of trade protection for our manufacturers.
EVTOPTC14000;Let the debate develop freely — I don't care about the result!
EVTOPTD14000;Most importantly, let our merchants pass freely.
EVTOPTE14000;Never let personal freedom and commercial freedom disappear from the face of the earth!
EVTNAME14010;The Future of the Economy
EVTNAME14010_sub;Economic policy debate in $STATE$
EVTDESC14010;The electoral debate in $STATE$ has lasted for several days. Not surprisingly, the issue that will decisively influence the election result is still the economy. We have many good economic theories, but voters want to see clear statements of government policy. How will the government ensure that every $COUNTRY_ADJ$ citizen gets their share of the cake in the coming term?
EVTOPTA14010;The doctrine of laissez-faire makes sense.
EVTOPTB14010;The doctrine of interventionism makes sense.
EVTOPTC14010;The doctrine of state capitalism makes sense.
EVTOPTD14010;The doctrine of planned economy makes sense.
EVTNAME14020;Gods, Guns, and People
EVTNAME14020_sub;Religious policy debate in $STATE$
EVTDESC14020;"The moral quality of our people has begun to decline." In the election campaign in $STATE$, this statement caused a stir among those debating religious diversity and religious tolerance. Many people have begun to question our nation's attitude toward religious beliefs, and there's no doubt these issues will influence future elections.
EVTOPTA14020;There is no such thing as gods!
EVTOPTB14020;Don't bring religion into politics!
EVTOPTC14020;People should have their own religious beliefs.
EVTOPTD14020;There is only one correct faith in this world!
EVTNAME14030;Citizens, and the Rest
EVTNAME14030_sub;Citizenship debate in $STATE$
EVTDESC14030;In the disturbing atmosphere of the city hall, two debaters are arguing fiercely. The audience is stunned, for words like "immigrants," "minorities," and "cultural groups" are being tossed back and forth between the two. One argues that immigrants should integrate into the mainstream culture of their new homeland, while the other believes immigrants should preserve their cultural traditions and that $COUNTRY$ will grow stronger through the influx of different ways of thinking.
EVTOPTA14030;Just allow them to reside.
EVTOPTB14030;Their citizenship rights need to be restricted.
EVTOPTC14030;Let them enjoy full citizenship.
REMOVE_EVTNAME14040;Love and War in $STATE$
EVTNAME14040_sub;Military policy debate in local elections
EVTDESC14040;Supporters and opponents of the military are lining up for the upcoming election. Militarists argue that the increasingly tense international situation and intensified military competition among the Great Powers fully justify maintaining a strong $COUNTRY_ADJ$ military. Others are not so sure and believe military spending in the government budget is already too high.
EVTOPTA14040;We are patriots, fighting for the fatherland!
EVTOPTB14040;Maintain constant vigilance toward external situations.
EVTOPTC14040;War is not a good thing after all.
EVTOPTD14040;War is a heinous thing, avoid it as much as possible.
EVTNAME14050;Tariffs and Trade
EVTNAME14050_sub;Tariff policy debate in $STATE$
EVTDESC14050;Since $STATE$ increased sales and transit taxes on some important local goods, smuggling has emerged, which has become a focus of debate in the next general election. Various suggestions have been put forward.
EVTOPTA14050;Increase tariffs!
EVTOPTB14050;Tariffs on these goods can be lowered, others raised.
EVTOPTC14050;Keep tariffs as they are.
EVTOPTD14050;Slightly lower tariffs.
EVTOPTE14050;We should lower tariff levels overall.
EVTNAME14060;Imports and Exports
EVTNAME14060_sub;$STATE$ is discussing trade policy
EVTDESC14060;Foreign goods have driven several local $STATE$ products out of the market. Some citizens report increasing difficulty competing with these imports in the market. Local politicians have raised this topic in election debates.
EVTOPTA14060;The free trade system ensures our competitive advantage in the long run.
EVTOPTB14060;Essentially, free trade should be chosen.
EVTOPTC14060;The free trade system guarantees our success.
EVTOPTD14060;In some cases the local market really needs protection.
EVTOPTE14060;External competitors must always be kept out of the local market.
EVTNAME14070;State and Private
EVTNAME14070_sub;Economic debate in $STATE$!
EVTDESC14070;Merchants in $STATE$ are arguing with the Chancellor of the Exchequer about his plan to nationalize several private enterprises. The intensity of the discussion drew your attention, and you tried to calm both sides down.
EVTOPTA14070;I don't see where it needs to be nationalized.
EVTOPTB14070;You both have good points, but we will not nationalize it.
EVTOPTC14070;Let nature take its course — things have their own laws. No nationalization.
EVTOPTD14070;Good idea, but let me think about it first.
EVTOPTE14070;Good idea, let's do it.
EVTNAME14080;Production Targets
EVTNAME14080_sub;Debate on state capitalism system in $STATE$
EVTDESC14080;"The current number of targets is too large, we can't complete them." Other farmers stand quietly behind him. Their weather-beaten faces show the same judgment and anxiety as their spokesman.
EVTOPTA14080;Nonsense. Production targets cannot be changed.
EVTOPTB14080;Don't worry about it.
EVTOPTC14080;If production targets prove wrong in the end, we will correct them.
EVTOPTD14080;You're probably right.
EVTOPTE14080;You're right.
EVTNAME14090;Local Economy or National Economy
EVTNAME14090_sub;Debate between localism and national intervention
EVTDESC14090;A debate has suddenly broken out in the regional elections in $STATE$ over whether the government should intervene in local economic development. Supporters of state capitalism believe that in the long run, building a system that allows the government to continuously make direct investments will benefit local manufacturing development.
EVTOPTA14090;Good, they're right.
EVTOPTB14090;It will take time, but it will have effects.
EVTOPTC14090;A small amount of investment can be considered.
EVTOPTD14090;This matter needs careful reconsideration.
EVTOPTE14090;We must resist the idea of government interfering in economic development.
EVTNAME14100;Who Makes What Where?
EVTNAME14100_sub;Debate on planning, economy, and freedom
EVTDESC14100;Administrative departments in $STATE$ have come under fire for repeatedly implementing supportive government subsidies for local manufacturing. Opponents argue that "economic planners in our nation cannot predict consumer preferences, what goods will be scarce, or what goods will be in excess supply, so they cannot effectively coordinate material production," and the faltering central planning system has begun to exasperate the people of $STATE$.
EVTOPTA14100;A load of nonsense!
EVTOPTB14100;Economic planners know what they're doing.
EVTOPTC14100;We'll look into it.
EVTOPTD14100;It's not a big deal, but we'll look into it.
EVTOPTE14100;They seem to have a point...
EVTNAME14110;Justice, Religious Fervor
EVTNAME14110_sub;Controversial religious policy
EVTDESC14110;Some faithful believers in $STATE$ believe the state has not given them the attention they deserve for their hard work since the last election. They say that over the years, they have been committed to local community work in many ways: caring for the sick and orphans, helping those in need. They believe they deserve some support so they can continue helping others. And this has become a much-discussed topic in local elections.
EVTOPTA14110;Religion is a private matter.
EVTOPTB14110;Charity is good, but there isn't any.
EVTOPTC14110;Interesting
EVTOPTD14110;Maybe we can take some measures to help them
EVTOPTE14110;We will help you
EVTNAME14120;Secularization and Religion
REMOVE_EVTNAME14120_sub;Religious policy is highly controversial in $STATE$ local elections.
EVTDESC14120;$COUNTRY_ADJ$ religious policy has become one of the many controversies in $STATE$ local elections. Although many believe the state should take a relatively cautious approach toward secularization, it is still opposed by many local faithful, who believe it will threaten long-standing religious privileges.
EVTOPTA14120;Secularization is most important!
EVTOPTB14120;Secularization allows the state to remain neutral on moral issues
EVTOPTC14120;Some secularization measures are necessary
EVTOPTD14120;Secularization must be moderate.
EVTOPTE14120;Politically, faith must have representation.
EVTNAME14130;Religious Conversion
EVTNAME14130_sub;$STATE$ religious policy
EVTDESC14130;In the upcoming election debate, the religious issue is also on the agenda. As a religious leader in $STATE$, he opposes freedom of conversion, because the congregation under his jurisdiction is dwindling, and such changes are fundamentally endangering the $COUNTRY_ADJ$ moral framework.
EVTOPTA14130;Try to maintain an open viewpoint.
EVTOPTB14130;Do nothing.
EVTOPTC14130;How regrettable
EVTOPTD14130;Although repugnant, we shouldn't have too many concerns
EVTOPTE14130;We will do our utmost — limiting religion is intolerable.
EVTNAME14140;Holy Sites
EVTNAME14140_sub;Religious policy and government aid
EVTDESC14140;Using public funds to repair churches has become a hot topic in $STATE$ local elections. Supporters of the project argue that government support for religion can not only protect believers but also help local leaders resist revolutionary forces. However, opponents claim the state should not interfere in religious affairs that belong to the private sphere.
EVTOPTA14140;Churches certainly need repair
EVTOPTB14140;Could some funds be considered from the perspective of cultural importance?
EVTOPTC14140;This issue should fundamentally be left to the people to decide.
EVTOPTD14140;In principle, we must oppose this plan
EVTOPTE14140;God is dead
EVTNAME14150;Immigration and Employment
EVTNAME14150_sub;Immigration debate in local elections
EVTDESC14150;The current influx of immigrants has created more demand for employment. Immigrant rights advocates demand that newly naturalized citizens enjoy the same rights as native-born citizens. This topic has become a hot issue in local elections.
EVTOPTA14150;They have no right to demand anything.
